"company_id","stakeholder_name","stakeholder_type","stakeholder_country","stakeholder_category","evidence_level","notes","hq_region","hq_country","ownership_type","microdata_access","segment_primary","stakeholder_region","domestic"
"apollo_agriculture","Benjamin Njenga","founder","KEN","individual","B","Co-founder","SSA","KEN","private_vc","none","climate_risk","SSA",TRUE
"arab_advisors","Jawad Abbassi","founder","JOR","individual","B","Founder and general manager","MENA","JOR","private_independent","commercial_only","survey_insights","MENA",TRUE
"arab_barometer","Amaney Jamal","founder","USA","individual","B","Co-director; Princeton","NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","Mark Tessler","founder","USA","individual","B","Co-director; University of Michigan","NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","Princeton University","controlling_owner","USA","university","A",NA,"NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","University of Michigan","controlling_owner","USA","university","A",NA,"NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","Middle East Partnership Initiative","funder","USA","bilateral_donor","A","US State Department programme; Arab Barometer has also received a 2 million dollar State Department grant","NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","National Science Foundation","funder","USA","state","A","Including the Time-Sharing Experiments for the Social Sciences programme","NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","Qatar National Research Fund","funder","QAT","foundation","A","Part of Qatar Foundation; one of very few non-Northern funders anywhere in this file","NOAM","USA","academic","open","survey_insights","MENA",FALSE
"arab_barometer","United States Institute of Peace","funder","USA","state","A",NA,"NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","International Development Research Centre","funder","CAN","bilateral_donor","A","Funded the third wave alongside USIP","NOAM","USA","academic","open","survey_insights","NOAM",FALSE
"arab_barometer","Carnegie Corporation of New York","funder","USA","foundation","A","Including a 700 thousand dollar grant to expand work with researchers in the region","NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","Henry Luce Foundation","funder","USA","foundation","A",NA,"NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"arab_barometer","BBC","funder","GBR","media_group","A","200 thousand dollar research grant","NOAM","USA","academic","open","survey_insights","WEU",FALSE
"arabic_ai","Nour Al Hassan","founder","JOR","individual","A",NA,"MENA","JOR","private_vc","commercial_only","ai_training_data","MENA",TRUE
"asdaa_bcw","Sunil John","founder","ARE","individual","B","Founder; originated the Arab Youth Survey","MENA","ARE","subsidiary","none","survey_insights","MENA",TRUE
"ask_afrika","Andrea Rademeyer","founder","ZAF","individual","B","Founder and chief executive","SSA","ZAF","private_independent","none","field_agency","SSA",TRUE
"asterra","Lauren Guy","founder","ISR","individual","B","Founder; the firm began as Utilis","MENA","ISR","private_vc","commercial_only","earth_observation","MENA",TRUE
"awarri","Silas Adekunle","founder","NGA","individual","C","Co-founder","SSA","NGA","private_vc","commercial_only","ai_training_data","SSA",TRUE
"awrad","Nader Said","founder","PSE","individual","B","Founder and president","MENA","PSE","private_independent","none","field_agency","MENA",TRUE
"baseera_egypt","Magued Osman","founder","EGY","individual","B","Founding chairman and a former Egyptian minister","MENA","EGY","nonprofit","researcher_restricted","field_agency","MENA",TRUE
"busara_center","Johannes Haushofer","founder","USA","individual","B","Co-founder","SSA","KEN","nonprofit","researcher_restricted","field_agency","NOAM",FALSE
"cambridge_analytica","Emerdata","acquirer","GBR","corporate","A","Took on the group's assets as insolvency proceedings began","WEU","GBR","private_independent","none","consumer_broker","WEU",TRUE
"cambridge_analytica","SCL Group","controlling_owner","GBR","corporate","A","Parent company","WEU","GBR","private_independent","none","consumer_broker","WEU",TRUE
"cambridge_analytica","Robert Mercer","investor","USA","individual","B","Principal financial backer","WEU","GBR","private_independent","none","consumer_broker","NOAM",FALSE
"cdd_ghana","William and Flora Hewlett Foundation","funder","USA","foundation","A",NA,"SSA","GHA","nonprofit","open","field_agency","NOAM",FALSE
"cdd_ghana","United States Agency for International Development","funder","USA","bilateral_donor","A",NA,"SSA","GHA","nonprofit","open","field_agency","NOAM",FALSE
"cdd_ghana","Swedish International Development Cooperation Agency","funder","SWE","bilateral_donor","A",NA,"SSA","GHA","nonprofit","open","field_agency","WEU",FALSE
"cdd_ghana","World Bank","funder","USA","multilateral","A",NA,"SSA","GHA","nonprofit","open","field_agency","NOAM",FALSE
"cdd_ghana","Deutsche Gesellschaft fur Internationale Zusammenarbeit","funder","DEU","bilateral_donor","A",NA,"SSA","GHA","nonprofit","open","field_agency","WEU",FALSE
"cdd_ghana","UK Foreign Commonwealth and Development Office","funder","GBR","bilateral_donor","A","Formerly the Department for International Development","SSA","GHA","nonprofit","open","field_agency","WEU",FALSE
"cdd_ghana","Open Society Initiative for West Africa","funder","SEN","foundation","A","Dakar-registered West African arm of the Open Society Foundations","SSA","GHA","nonprofit","open","field_agency","SSA",FALSE
"cdd_ghana","E Gyimah-Boadi","founder","GHA","individual","B","Founding executive director; also co-founded Afrobarometer","SSA","GHA","nonprofit","open","field_agency","SSA",TRUE
"cdd_ghana","United Nations Development Programme","funder","USA","multilateral","A",NA,"SSA","GHA","nonprofit","open","field_agency","NOAM",FALSE
"cdd_ghana","European Union","funder","BEL","multilateral","A",NA,"SSA","GHA","nonprofit","open","field_agency","WEU",FALSE
"cdd_ghana","Ford Foundation","funder","USA","foundation","A",NA,"SSA","GHA","nonprofit","open","field_agency","NOAM",FALSE
"changguang","Jilin Provincial Government","controlling_owner","CHN","state","B","Provincial state backing for the Jilin-1 constellation","CHN","CHN","state_linked","commercial_only","earth_observation","CHN",TRUE
"charis_uas","Eric Rutayisire","founder","RWA","individual","C","Founder and chief executive","SSA","RWA","private_vc","commercial_only","earth_observation","SSA",TRUE
"clearview_ai","Hoan Ton-That","founder","AUS","individual","B","Co-founder","NOAM","USA","private_vc","none","identity_biometric","OCE",FALSE
"cntxt_ai","BlueFive Capital","investor","ARE","vc","A","Co-led the 60 million dollar round","MENA","ARE","private_vc","commercial_only","ai_training_data","MENA",TRUE
"cntxt_ai","AI71","investor","ARE","corporate","A","Co-led the 60 million dollar round; an Abu Dhabi applied AI company","MENA","ARE","private_vc","commercial_only","ai_training_data","MENA",TRUE
"code_for_africa","Justin Arenstein","founder","ZAF","individual","B","Founder and chief executive","SSA","ZAF","nonprofit","open","distributed_sensing","SSA",TRUE
"ctr_china","China Central Television","controlling_owner","CHN","state","B","Joint venture with Kantar","CHN","CHN","state_linked","commercial_only","audience_measurement","CHN",TRUE
"digital_earth_africa","Leona M and Harry B Helmsley Charitable Trust","funder","USA","foundation","A",NA,"SSA","ZAF","nonprofit","open","earth_observation","NOAM",FALSE
"digital_earth_africa","Australian Government","funder","AUS","bilateral_donor","A","Programme established through Geoscience Australia","SSA","ZAF","nonprofit","open","earth_observation","OCE",FALSE
"digital_earth_africa","Amazon Web Services","funder","USA","corporate","A","In-kind hosting","SSA","ZAF","nonprofit","open","earth_observation","NOAM",FALSE
"digital_earth_africa","Esri","funder","USA","corporate","A","In-kind software","SSA","ZAF","nonprofit","open","earth_observation","NOAM",FALSE
"digital_umuganda","Audace Niyonkuru","founder","RWA","individual","C","Co-founder and chief executive","SSA","RWA","nonprofit","open","ai_training_data","SSA",TRUE
"egsa","Government of Egypt","controlling_owner","EGY","state","A",NA,"MENA","EGY","state_linked","none","earth_observation","MENA",TRUE
"ehealth_africa","Evelyn Castle","founder","USA","individual","C","Co-founder","SSA","NGA","nonprofit","researcher_restricted","field_agency","NOAM",FALSE
"epsilon","Publicis Groupe","controlling_owner","FRA","corporate","A",NA,"NOAM","USA","subsidiary","commercial_only","consumer_broker","WEU",FALSE
"essti","Government of Ethiopia","controlling_owner","ETH","state","A",NA,"SSA","ETH","state_linked","none","earth_observation","SSA",TRUE
"fiftyfour_gene","Abasi Ene-Obong","founder","NGA","individual","B","Founder of the genomics venture that collapsed in 2024","SSA","NGA","private_vc","none","health_rwd","SSA",TRUE
"gallup","George Gallup","founder","USA","individual","B","Founder of the American Institute of Public Opinion in 1935","NOAM","USA","private_independent","researcher_restricted","survey_insights","NOAM",TRUE
"geocartography","Avi Degani","founder","ISR","individual","B","Founder and president","MENA","ISR","private_independent","none","field_agency","MENA",TRUE
"geopoll","Mobile Accord","controlling_owner","USA","corporate","B","Parent company","NOAM","USA","private_independent","none","field_agency","NOAM",TRUE
"global_infoanalytics","Mussa Dankwah","founder","GHA","individual","B","Founder and lead pollster","SSA","GHA","private_independent","none","field_agency","SSA",TRUE
"helium_health","Tito Ovia","founder","NGA","individual","B","Co-founder","SSA","NGA","private_vc","none","health_rwd","SSA",TRUE
"helium_health","Adegoke Olubusi","founder","NGA","individual","B","Co-founder and chief executive","SSA","NGA","private_vc","none","health_rwd","SSA",TRUE
"hello_tractor","Jehiel Oliver","founder","USA","individual","B","Founder and chief executive","SSA","NGA","private_vc","commercial_only","iot_telemetry","NOAM",FALSE
"hivemapper","Ariel Seidman","founder","USA","individual","B","Co-founder","NOAM","USA","private_vc","commercial_only","distributed_sensing","NOAM",TRUE
"idsc_egypt","Egyptian Cabinet","controlling_owner","EGY","state","B",NA,"MENA","EGY","state_linked","none","field_agency","MENA",TRUE
"iiacss","Munqith Al-Dagher","founder","IRQ","individual","B","Founder and chief executive","MENA","IRQ","private_independent","none","field_agency","MENA",TRUE
"ijr_south_africa","Charles Villa-Vicencio","founder","ZAF","individual","B","Founding executive director","SSA","ZAF","nonprofit","open","field_agency","SSA",TRUE
"ijtimoiy_fikr","Government of Uzbekistan","controlling_owner","UZB","state","C","State-affiliated public opinion centre","RUS","UZB","state_linked","none","field_agency","RUS",TRUE
"indicina","Yvonne Johnson","founder","NGA","individual","C","Co-founder","SSA","NGA","private_vc","commercial_only","consumer_broker","SSA",TRUE
"information_international","Jawad Adra","founder","LBN","individual","B","Founder and managing partner","MENA","LBN","private_independent","none","field_agency","MENA",TRUE
"infotrak","Angela Ambitho","founder","KEN","individual","B","Founder and chief executive","SSA","KEN","private_independent","none","field_agency","SSA",TRUE
"intron_health","Tobi Olatunji","founder","NGA","individual","A","Physician turned founder","SSA","NGA","private_vc","researcher_restricted","ai_training_data","SSA",TRUE
"intron_health","Microtraction","investor","NGA","vc","A","Led a 1.6 million dollar round","SSA","NGA","private_vc","researcher_restricted","ai_training_data","SSA",TRUE
"ipsos","Didier Truchot","founder","FRA","individual","B","Founder and long-serving chairman","WEU","FRA","public_listed","commercial_only","survey_insights","WEU",TRUE
"ipsos_comcon","Ipsos","controlling_owner","FRA","corporate","A","Retains a 20 percent minority stake under the foreign ownership cap","RUS","RUS","private_independent","commercial_only","survey_insights","WEU",FALSE
"ipsos_comcon","Direct Investments JSC","controlling_owner","RUS","pe","A","Owned by the Russian investor Andrei Malyshev; acquired 80 percent from Ipsos in February 2026","RUS","RUS","private_independent","commercial_only","survey_insights","RUS",TRUE
"ispa_iran","Jahad Daneshgahi","controlling_owner","IRN","state","B","University Jihad organisation","MENA","IRN","state_linked","none","field_agency","MENA",TRUE
"jmcc","Ghassan Khatib","founder","PSE","individual","B","Co-founder and former Palestinian Authority minister","MENA","PSE","nonprofit","researcher_restricted","field_agency","MENA",TRUE
"kantar","Bain Capital","controlling_owner","USA","pe","A","Acquired a majority stake from WPP in 2019","WEU","GBR","private_pe","commercial_only","survey_insights","NOAM",FALSE
"kenya_space_agency","Government of Kenya","controlling_owner","KEN","state","A",NA,"SSA","KEN","state_linked","none","earth_observation","SSA",TRUE
"kobotoolbox","Harvard Humanitarian Initiative","founder","USA","university","A","Origin institution of the platform","NOAM","USA","nonprofit","none","collection_software","NOAM",TRUE
"konda","Tarhan Erdem","founder","TUR","individual","B","Founder; a former Turkish politician and statistician","MENA","TUR","private_independent","researcher_restricted","field_agency","MENA",TRUE
"lacuna_fund","Canadas International Development Research Centre","funder","CAN","bilateral_donor","B",NA,"NOAM","USA","nonprofit","open","ai_training_data","NOAM",FALSE
"lacuna_fund","German Federal Ministry for Economic Cooperation and Development","funder","DEU","bilateral_donor","B",NA,"NOAM","USA","nonprofit","open","ai_training_data","WEU",FALSE
"lacuna_fund","Google.org","funder","USA","corporate","B",NA,"NOAM","USA","nonprofit","open","ai_training_data","NOAM",TRUE
"lacuna_fund","Rockefeller Foundation","funder","USA","foundation","B",NA,"NOAM","USA","nonprofit","open","ai_training_data","NOAM",TRUE
"lapop","Mitchell Seligson","founder","USA","individual","B","Founder of the AmericasBarometer","NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"lapop","Vanderbilt University","controlling_owner","USA","university","A",NA,"NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"lapop","United States Agency for International Development","funder","USA","bilateral_donor","B","Principal funder of the AmericasBarometer for most of its history","NOAM","USA","academic","open","survey_insights","NOAM",TRUE
"laterite","Dimitri Stoelinga","founder","NLD","individual","C","Co-founder","WEU","NLD","private_independent","none","field_agency","WEU",TRUE
"laterite","Sachin Gathani","founder","NLD","individual","C","Co-founder","WEU","NLD","private_independent","none","field_agency","WEU",TRUE
"latinobarometro","Marta Lagos","founder","CHL","individual","B","Founding director","LAC","CHL","nonprofit","open","survey_insights","LAC",TRUE
"lelapa_ai","Pelonomi Moiloa","founder","ZAF","individual","B","Co-founder and chief executive","SSA","ZAF","private_vc","commercial_only","ai_training_data","SSA",TRUE
"levada_center","Yuri Levada","founder","RUS","individual","B","Founder; the centre carries his name after the 2003 split from VCIOM","RUS","RUS","nonprofit","researcher_restricted","field_agency","RUS",TRUE
"liveramp","Publicis Groupe","acquirer","FRA","corporate","A","Agreed acquisition announced in May 2026","NOAM","USA","subsidiary","commercial_only","consumer_broker","WEU",FALSE
"makerere_ai","Ernest Mwebaze","founder","UGA","individual","C","Founding researcher of the laboratory","SSA","UGA","academic","open","ai_training_data","SSA",TRUE
"masakhane","Lacuna Fund","funder","USA","foundation","B","Grant support for African language dataset creation","SSA","ZAF","nonprofit","open","ai_training_data","NOAM",FALSE
"masakhane","Jade Abbott","founder","ZAF","individual","C","Co-founder of the research collective","SSA","ZAF","nonprofit","open","ai_training_data","SSA",TRUE
"mawdoo3","Mohammad Jaber","founder","JOR","individual","C","Co-founder and chief executive","MENA","JOR","private_vc","commercial_only","ai_training_data","MENA",TRUE
"mbrsc","Government of Dubai","controlling_owner","ARE","state","A",NA,"MENA","ARE","state_linked","researcher_restricted","earth_observation","MENA",TRUE
"mediascope","VCIOM","controlling_owner","RUS","state","A","Holds 80 percent of the shares","RUS","RUS","state_linked","commercial_only","audience_measurement","RUS",TRUE
"mercor","Brendan Foody","founder","USA","individual","B","Co-founder and chief executive","NOAM","USA","private_vc","commercial_only","ai_training_data","NOAM",TRUE
"metropoll","Ozer Sencar","founder","TUR","individual","B","Founder and chairman","MENA","TUR","private_independent","none","field_agency","MENA",TRUE
"mozn","Mohammed Alhussein","founder","SAU","individual","C","Co-founder and chief executive","MENA","SAU","private_vc","commercial_only","b2b_firmographic","MENA",TRUE
"mpharma","Gregory Rockson","founder","GHA","individual","B","Co-founder and chief executive","SSA","GHA","private_vc","none","health_rwd","SSA",TRUE
"mpoi_zimbabwe","Masipula Sithole","founder","ZWE","individual","C","Founding director; died in 2003","SSA","ZWE","nonprofit","open","field_agency","SSA",TRUE
"msurvey","Kenfield Griffith","founder","USA","individual","B","Co-founder and chief executive","SSA","KEN","private_vc","commercial_only","panel_sample","NOAM",FALSE
"nasrda","Government of Nigeria","controlling_owner","NGA","state","A",NA,"SSA","NGA","state_linked","none","earth_observation","SSA",TRUE
"near_east_consulting","Jamil Rabah","founder","PSE","individual","C","Founder and director","MENA","PSE","private_independent","none","field_agency","MENA",TRUE
"nielsen","Brookfield","controlling_owner","CAN","pe","A","Joint take-private in 2022","NOAM","USA","private_pe","commercial_only","audience_measurement","NOAM",FALSE
"nielsen","Elliott Management","controlling_owner","USA","pe","A","Joint take-private in 2022","NOAM","USA","private_pe","commercial_only","audience_measurement","NOAM",TRUE
"niq","Advent International","controlling_owner","USA","pe","B","Backed NIQ from the GfK merger through its 2025 listing","NOAM","USA","public_listed","commercial_only","retail_pricing","NOAM",TRUE
"noipolls","Ngozi Okonjo-Iweala","founder","NGA","individual","B","Founder; later director-general of the World Trade Organization","SSA","NGA","private_independent","none","field_agency","SSA",TRUE
"odk","Bill and Melinda Gates Foundation","funder","USA","foundation","B","Funded the original Open Data Kit development at the University of Washington","NOAM","USA","nonprofit","none","collection_software","NOAM",TRUE
"one_to_one_tunisia","Youssef Meddeb","founder","TUN","individual","B","Founder and chief executive","MENA","TUN","private_independent","none","field_agency","MENA",TRUE
"pcpsr","Khalil Shikaki","founder","PSE","individual","B","Founding director","MENA","PSE","nonprofit","researcher_restricted","field_agency","MENA",TRUE
"pcpsr","European Union","funder","BEL","multilateral","A","Named as one of the two principal funders","MENA","PSE","nonprofit","researcher_restricted","field_agency","WEU",FALSE
"pcpsr","Ford Foundation","funder","USA","foundation","A","Named as one of the two principal funders","MENA","PSE","nonprofit","researcher_restricted","field_agency","NOAM",FALSE
"plus94_research","Sifiso Falala","founder","ZAF","individual","B","Founder and chief executive","SSA","ZAF","private_independent","none","field_agency","SSA",TRUE
"presight_ai","G42","controlling_owner","ARE","corporate","B","Abu Dhabi AI group","MENA","ARE","public_listed","commercial_only","social_osint","MENA",TRUE
"pula","Thomas Njeru","founder","KEN","individual","B","Co-founder","SSA","KEN","private_vc","none","field_agency","SSA",TRUE
"pula","Rose Goslinga","founder","NLD","individual","B","Co-founder","SSA","KEN","private_vc","none","field_agency","WEU",FALSE
"qualtrics","Silver Lake","controlling_owner","USA","pe","A","Took Qualtrics private in 2023","NOAM","USA","private_pe","commercial_only","collection_software","NOAM",TRUE
"qualtrics","CPP Investments","controlling_owner","CAN","pe","A","Canadian pension fund co-investor","NOAM","USA","private_pe","commercial_only","collection_software","NOAM",FALSE
"research_world_intl","Patrick Wakida","founder","UGA","individual","B","Founder and chief executive","SSA","UGA","private_independent","none","field_agency","SSA",TRUE
"sagaci_research","Julien Garcier","founder","MUS","individual","C","Founder and managing director","SSA","MUS","private_independent","commercial_only","field_agency","SSA",TRUE
"sama","Leila Janah","founder","USA","individual","B","Founded as Samasource; died in 2020","NOAM","USA","private_vc","commercial_only","ai_training_data","NOAM",TRUE
"sansa","Government of South Africa","controlling_owner","ZAF","state","A",NA,"SSA","ZAF","state_linked","researcher_restricted","earth_observation","SSA",TRUE
"sberindex","Sberbank","controlling_owner","RUS","state","B","Majority state-owned bank","RUS","RUS","state_linked","none","financial_altdata","RUS",TRUE
"scale_ai","Meta","investor","USA","corporate","A","Took a 49 percent stake in 2025","NOAM","USA","private_vc","commercial_only","ai_training_data","NOAM",TRUE
"scale_ai","Alexandr Wang","founder","USA","individual","B","Co-founder","NOAM","USA","private_vc","commercial_only","ai_training_data","NOAM",TRUE
"scpr_syria","Rabie Nasser","founder","SYR","individual","C","Co-founder and researcher","MENA","SYR","nonprofit","researcher_restricted","field_agency","MENA",TRUE
"sigma_conseil","Hassen Zargouni","founder","TUN","individual","B","Founder and managing director","MENA","TUN","private_independent","none","field_agency","MENA",TRUE
"simile","Index Ventures","investor","GBR","vc","B","Led a 100 million dollar Series A","NOAM","USA","private_vc","commercial_only","survey_insights","WEU",FALSE
"sixty_decibels","Sasha Dichter","founder","USA","individual","B","Co-founder; previously at Acumen","NOAM","USA","private_independent","none","field_agency","NOAM",TRUE
"somali_public_agenda","Mahad Wasuge","founder","SOM","individual","B","Founder and executive director","SSA","SOM","nonprofit","researcher_restricted","field_agency","SSA",TRUE
"space42","International Holding Company","controlling_owner","ARE","sovereign_wealth","B","Abu Dhabi holding group; Space42 was formed from Bayanat and Yahsat","MENA","ARE","public_listed","commercial_only","earth_observation","MENA",TRUE
"statistics_lebanon","Rabih Haber","founder","LBN","individual","B","Founder and managing director","MENA","LBN","private_independent","none","field_agency","MENA",TRUE
"stears","Preston Ideh","founder","NGA","individual","C","Co-founder and chief executive","SSA","NGA","private_vc","commercial_only","b2b_firmographic","SSA",TRUE
"surge_ai","Edwin Chen","founder","USA","individual","B","Founder; the company remained bootstrapped for years","NOAM","USA","private_vc","commercial_only","ai_training_data","NOAM",TRUE
"surveymonkey","Symphony Technology Group","controlling_owner","USA","pe","A","Took the company private in 2023","NOAM","USA","private_pe","commercial_only","collection_software","NOAM",TRUE
"taranis","Ofir Schlam","founder","ISR","individual","B","Co-founder and chief executive","MENA","ISR","private_vc","commercial_only","earth_observation","MENA",TRUE
"tarjama","Nour Al Hassan","founder","JOR","individual","A","Also founder of the Arabic.AI venture","MENA","ARE","private_independent","commercial_only","ai_training_data","MENA",FALSE
"tubitak_uzay","Government of Turkiye","controlling_owner","TUR","state","A",NA,"MENA","TUR","state_linked","none","earth_observation","MENA",TRUE
"twaweza","UK Foreign Commonwealth and Development Office","funder","GBR","bilateral_donor","A","Part of the five-donor core consortium","SSA","TZA","nonprofit","open","field_agency","WEU",FALSE
"twaweza","William and Flora Hewlett Foundation","funder","USA","foundation","A","Part of the five-donor core consortium","SSA","TZA","nonprofit","open","field_agency","NOAM",FALSE
"twaweza","Embassy of Switzerland","funder","CHE","bilateral_donor","A",NA,"SSA","TZA","nonprofit","open","field_agency","WEU",FALSE
"twaweza","Wellspring Philanthropic Fund","funder","USA","foundation","A",NA,"SSA","TZA","nonprofit","open","field_agency","NOAM",FALSE
"twaweza","Rakesh Rajani","founder","TZA","individual","C","Founding head of the initiative","SSA","TZA","nonprofit","open","field_agency","SSA",TRUE
"twaweza","Swedish International Development Cooperation Agency","funder","SWE","bilateral_donor","A","Part of the five-donor core consortium","SSA","TZA","nonprofit","open","field_agency","WEU",FALSE
"twaweza","Hivos","funder","NLD","foundation","A","Dutch development organisation in the core consortium","SSA","TZA","nonprofit","open","field_agency","WEU",FALSE
